,categoria,subcategoria,prestacion,tipo_prestacion,fecha_ingreso,hora_ingreso,domicilio_comuna,domicilio_barrio,domiclio_calle,domicilio_altura,lat,lon,canal,genero,estado_del_contacto,fecha_cierre_contacto,hora_cierre_contacto
4855,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,22:38:12,14,PALERMO,,2835.0,-34.575425138926,-58.4208204200187,App BA 147,Femenino,Abierto,,
4856,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,23:14:51,7,FLORES,,640.0,-34.6182881462069,-58.4574764340981,App BA 147,Masculino,Abierto,,
4857,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,23:22:21,14,PALERMO,,6385.0,-34.5583573986141,-58.43513299620171,App BA 147,Masculino,Abierto,,
4858,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,13:11:08,6,CABALLITO,,273.0,-34.6161929552494,-58.4402662972544,GCS Web,Femenino,Cerrado,16/12/2021,00:00:00
4859,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-12-15,08:29:07,7,PARQUE CHACABUCO,,935.0,-34.6303784641786,-58.439372067282896,App BA 147,Masculino,Cerrado,16/12/2021,00:00:00
4860,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-12-15,11:55:01,1,RETIRO,,606.0,-34.5975458699144,-58.375677425016605,App BA 147,Masculino,Abierto,,
4861,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-12-15,23:52:55,4,BOCA,,1171.0,-34.6372594948397,-58.36907581685461,App BA 147,Femenino,Abierto,,
4862,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,21:54:22,14,PALERMO,,1519.0,-34.5879969151357,-58.4328020186265,App BA 147,Masculino,Abierto,,
4863,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,16:37:29,13,BELGRANO,,1930.0,-34.565251365332195,-58.4581516651949,GCS Web,Femenino,Abierto,,
4864,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-12-15,11:30:08,4,NUEVA POMPEYA,,3583.0,-34.656495939393004,-58.41705518835749,App BA 147,Masculino,Cerrado,17/12/2021,00:00:00
4865,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,19:31:22,15,VILLA ORTUZAR,,1059.0,-34.5843135800041,-58.4694808497048,App BA 147,Femenino,Abierto,,
4866,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,10:11:56,5,BOEDO,,3340.0,-34.6294071326995,-58.4124719048421,GCS Web,Femenino,Cerrado,21/12/2021,00:00:00
4867,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,10:56:00,12,VILLA PUEYRREDON,,5141.0,-34.5796753344455,-58.501035956855496,GCS Web,Femenino,Abierto,,
4868,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,16:17:03,13,NUÑEZ,,3134.0,-34.5556584364097,-58.46929310894689,GCS Web,Femenino,Abierto,,
4869,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,18:32:42,1,MONSERRAT,,717.0,-34.617074132872894,-58.38160677305161,GCS Web,Femenino,Cerrado,23/12/2021,00:00:00
4870,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,14:40:00,8,VILLA LUGANO,,4060.0,-34.6776771080069,-58.4845959347192,App BA 147,Femenino,Abierto,,
4871,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,09:55:35,15,VILLA CRESPO,,151.0,-34.60263543332,-58.4359962146614,GCS Web,Masculino,Abierto,,
4872,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,01:19:25,14,PALERMO,,4818.0,-34.5802342472095,-58.4255954677829,App BA 147,Femenino,Abierto,,
4873,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,14:17:55,14,PALERMO,,1216.0,-34.590037946094,-58.4360041401919,GCS Web,Femenino,Abierto,,
4874,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,16:20:52,15,PATERNAL,,2540.0,-34.5975785763743,-58.459565774718,GCS Web,Otros,Abierto,,
4875,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,01:15:19,8,VILLA RIACHUELO,,6950.0,-34.6976613466848,-58.4694500726945,GCS Web,Femenino,Abierto,,
4876,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,19:35:53,15,VILLA ORTUZAR,,1059.0,-34.5843135800041,-58.4694808497048,App BA 147,Femenino,Abierto,,
4877,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,10:31:53,7,FLORES,,731.0,-34.619015953993696,-58.4619528253201,App BA 147,Femenino,Cerrado,21/12/2021,00:00:00
4878,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,11:26:07,3,BALVANERA,,2094.0,-34.616033789749,-58.3959788464573,App BA 147,Masculino,Abierto,,
4879,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,21:13:07,1,PUERTO MADERO,,700.0,-34.611482766960805,-58.3591622012497,App BA 147,Femenino,Abierto,,
4880,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,23:34:53,11,VILLA DEL PARQUE,,3187.0,-34.6021035277554,-58.49449495165821,App BA 147,Masculino,Abierto,,
4881,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-16,13:01:51,2,RECOLETA,,2205.0,-34.587568848572104,-58.3953276332119,GCS Web,Femenino,Abierto,,
