,categoria,subcategoria,prestacion,tipo_prestacion,fecha_ingreso,hora_ingreso,domicilio_comuna,domicilio_barrio,domiclio_calle,domicilio_altura,lat,lon,canal,genero,estado_del_contacto,fecha_cierre_contacto,hora_cierre_contacto
3169,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,10:54:49,7,FLORES,"ALBERDI, JUAN BAUTISTA AV.",2277.0,-34.6305778060625,-58.4596675540131,GCS Web,Masculino,Abierto,,
3170,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-08-27,17:48:10,13,BELGRANO,"SUCRE, ANTONIO JOSE DE, MCAL.",860.0,-34.5543955644643,-58.4389434877652,GCS Web,Masculino,Abierto,,
3171,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,00:13:02,13,NUÑEZ,CRAMER AV.,3128.0,-34.5557202117667,-58.4692347871918,App BA 147,Femenino,Abierto,,
3172,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,22:57:39,14,PALERMO,FITZ ROY,2074.0,-34.5810700104093,-58.4328666027957,App BA 147,Masculino,Abierto,,
3173,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,22:39:32,15,VILLA CRESPO,"ESCALADA DE SAN MARTIN, R.",631.0,-34.6018805754633,-58.4526347493001,App BA 147,Femenino,Abierto,,
3174,RECICLADO Y PROTECCIÓN AMBIENTAL,CONTROL AMBIENTAL,CONSULTA TÉCNICA SOBRE TRAMITES DE INSCRIPCIÓN EN EL REGISTRO DE ACTIVIDADES CATALOGADAS COMO POTENCIALMENTE CONTAMINANTES POR RUIDOS Y VIBRACIONES (RAC),Solicitud,2021-08-27,11:38:40,7,FLORES,NEUQUEN,2865.0,-34.6209860969839,-58.473380624307,GCS Web,Masculino,Cerrado,27/08/2021,00:00:00
3175,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-08-27,20:44:34,3,BALVANERA,INDEPENDENCIA AV.,3001.0,-34.6196652635704,-58.4079684369246,GCS Web,Masculino,Cerrado,30/08/2021,00:00:00
3176,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,2021-08-27,14:03:00,5,ALMAGRO,SARMIENTO,4239.0,-34.6043877225616,-58.4248857724859,Operador GCBA,Masculino,Cerrado,30/08/2021,00:00:00
3177,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-08-27,13:23:04,5,ALMAGRO,SARMIENTO,4239.0,-34.6043877225616,-58.4248857724859,App BA 147,Masculino,Cerrado,27/08/2021,00:00:00
3178,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,2021-08-27,21:08:55,13,COLEGIALES,MAURE,2570.0,-34.5728632515386,-58.4431938439298,App BA 147,Femenino,Cerrado,30/08/2021,00:00:00
3179,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,16:40:09,11,VILLA DEVOTO,"SOLA, MANUEL",4581.0,-34.6118408923099,-58.5098238878598,App BA 147,Masculino,Cerrado,31/08/2021,00:00:00
3180,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,11:25:27,14,PALERMO,ZAPATA,359.0,-34.5733065935828,-58.4412593322033,GCS Web,Masculino,Cerrado,02/09/2021,00:00:00
3181,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,11:19:15,14,PALERMO,ZAPATA,359.0,-34.5733065935828,-58.4412593322033,GCS Web,Masculino,Cerrado,02/09/2021,00:00:00
3182,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,10:06:58,12,VILLA PUEYRREDON,ESTADO PLURINACIONAL DE BOLIVIA,5616.0,-34.5768759899671,-58.5054518525933,GCS Web,Femenino,Cerrado,27/08/2021,00:00:00
3183,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-08-27,21:09:29,3,SAN CRISTOBAL,INDEPENDENCIA AV.,,-34.6197179958625,-58.4077854783395,GCS Web,Femenino,Cerrado,30/08/2021,00:00:00
3184,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-28,22:59:12,13,BELGRANO,MOLDES,2450.0,-34.5604393400192,-58.4622954243504,GCS Web,Masculino,Abierto,,
3185,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-28,15:08:18,13,NUÑEZ,O'HIGGINS,4617.0,-34.5390802405807,-58.4700318383841,GCS Web,Femenino,Abierto,,
3186,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-28,15:57:58,14,PALERMO,BULNES,2774.0,-34.5801176118668,-58.4057877180085,GCS Web,Masculino,Abierto,,
3187,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-28,09:26:35,4,BOCA,ALVAR NUÑEZ,326.0,-34.644592596342,-58.3640024190984,GCS Web,Masculino,Abierto,,
3188,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-28,00:22:46,14,PALERMO,ARCE,215.0,-34.5716688786319,-58.4295148369086,App BA 147,Femenino,Abierto,,
3189,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-28,20:42:46,14,PALERMO,BONPLAND,1376.0,-34.5862307662951,-58.4407735370354,App BA 147,Masculino,Abierto,,
3190,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-28,02:41:31,11,VILLA DEVOTO,PAREJA,3742.0,-34.5968941771081,-58.509954943424,App BA 147,Femenino,Abierto,,
3191,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-28,01:25:39,13,BELGRANO,BLANCO ENCALADA,2848.0,-34.5616664163352,-58.4632224320367,App BA 147,Femenino,Abierto,,
3192,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-28,13:40:52,15,CHACARITA,FRAGA,1019.0,-34.5832747522983,-58.4577605275285,App BA 147,Femenino,Cerrado,30/08/2021,00:00:00
3193,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-28,00:39:51,8,VILLA LUGANO,"GARCIA, PEDRO A.,CNEL.",5710.0,-34.6836988706438,-58.468591570364,App BA 147,Femenino,Cerrado,30/08/2021,00:00:00
3194,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-29,20:07:15,14,PALERMO,URIARTE,1830.0,-34.5858715234047,-58.4297826622423,GCS Web,Masculino,Abierto,,
3195,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-08-29,17:16:46,13,BELGRANO,CABILDO AV.,2287.0,-34.5602535283733,-58.4580560743259,GCS Web,Femenino,Abierto,,
3196,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-29,16:50:25,15,CHACARITA,"RAMIREZ DE VELASCO, JUAN",1521.0,-34.5893961973729,-58.4452143152764,App BA 147,Masculino,Abierto,,
3197,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-29,00:55:50,1,MONSERRAT,CHILE,419.0,-34.6159917794156,-58.3720666382244,App BA 147,Masculino,Abierto,,
3198,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-29,00:49:47,11,VILLA SANTA RITA,"BELAUSTEGUI, LUIS, DR.",3146.0,-34.6181054742907,-58.4804988077445,App BA 147,Femenino,Abierto,,
3199,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-29,21:42:12,15,CHACARITA,"RAMIREZ DE VELASCO, JUAN",1416.0,-34.5902595594924,-58.4444827616561,App BA 147,Masculino,Abierto,,
3200,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-29,19:59:49,14,PALERMO,GODOY CRUZ,1769.0,-34.587111107066,-58.4332369050772,App BA 147,Femenino,Abierto,,
3201,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-08-29,15:43:36,1,RETIRO,PARAGUAY,658.0,-34.5975870817636,-58.3764026789461,App BA 147,Femenino,Abierto,,
3202,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-08-29,15:05:14,5,ALMAGRO,QUERANDIES,4350.0,-34.6114954284923,-58.4280733486361,GCS Web,Femenino,Cerrado,30/08/2021,00:00:00
3203,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-29,02:12:24,14,PALERMO,GUATEMALA,4760.0,-34.5859193301927,-58.425071639712,App BA 147,Femenino,Cerrado,30/08/2021,00:00:00
3204,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-29,23:45:59,8,VILLA LUGANO,"GARCIA, PEDRO A.,CNEL.",5682.0,-34.6836116572739,-58.4686774948365,App BA 147,Femenino,Cerrado,30/08/2021,00:00:00
3205,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-29,01:25:15,3,BALVANERA,SARMIENTO,2264.0,-34.6060833110316,-58.3988443879142,GCS Web,Femenino,Cerrado,30/08/2021,00:00:00
3206,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-29,03:59:21,11,VILLA SANTA RITA,"GONZALEZ, ELPIDIO",,-34.6114051659311,-58.4868364037831,App BA 147,Masculino,Abierto,,
3207,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-30,11:03:32,13,NUÑEZ,CABILDO AV.,3046.0,-34.5541121028613,-58.4641392112501,GCS Web,Masculino,Abierto,,
3208,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-30,17:12:10,2,RECOLETA,SANCHEZ DE BUSTAMANTE,1350.0,-34.5946840210361,-58.4126999319667,GCS Web,Masculino,Abierto,,
3209,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-30,07:41:32,6,CABALLITO,HIDALGO,775.0,-34.6104518589562,-58.4409974646813,GCS Web,Masculino,Abierto,,
3210,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-30,20:32:33,15,PARQUE CHAS,TRIUNVIRATO AV.,3716.0,-34.5818497703484,-58.4739590118767,GCS Web,Femenino,Abierto,,
3211,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-30,11:50:27,11,VILLA GRAL. MITRE,SAN BLAS,1609.0,-34.6033717354033,-58.4649351487536,GCS Web,Masculino,Abierto,,
3212,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-30,18:32:06,15,VILLA CRESPO,SERRANO,382.0,-34.5973815129317,-58.4439399083614,App BA 147,Masculino,Abierto,,
3213,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-30,00:45:07,7,PARQUE CHACABUCO,DIRECTORIO AV.,724.0,-34.6286379354362,-58.4375587402874,App BA 147,Femenino,Abierto,,
3214,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-30,10:01:23,15,VILLA CRESPO,VILLARROEL,1302.0,-34.5926495660687,-58.4451975273847,App BA 147,Masculino,Abierto,,
3215,RECICLADO Y PROTECCIÓN AMBIENTAL,CONTROL AMBIENTAL,CONSULTA TÉCNICA SOBRE TRAMITES DE INSCRIPCIÓN EN EL REGISTRO DE ACTIVIDADES CATALOGADAS COMO POTENCIALMENTE CONTAMINANTES POR RUIDOS Y VIBRACIONES (RAC),Solicitud,2021-08-30,14:35:37,15,VILLA CRESPO,"VIRASORO, VALENTIN",1775.0,-34.6015651879129,-58.4492402137296,GCS Web,Masculino,Cerrado,30/08/2021,00:00:00
3216,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-30,11:00:14,12,VILLA URQUIZA,CULLEN,5021.0,-34.5724183668736,-58.4871267192885,App BA 147,Femenino,Cerrado,30/08/2021,00:00:00
3217,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-30,20:46:13,15,VILLA CRESPO,ESTADO DE ISRAEL AV.,4791.0,-34.6014922790972,-58.4318281846414,App BA 147,Femenino,Cerrado,01/09/2021,00:00:00
3218,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-30,17:43:01,8,VILLA RIACHUELO,CORRALES,6250.0,-34.6885928620092,-58.469813676087,App BA 147,Femenino,Cerrado,31/08/2021,00:00:00
3219,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-30,13:37:35,2,RECOLETA,"CABRERA, JOSE A.",3341.0,-34.5967526273887,-58.4135154019929,GCS Web,Femenino,Cerrado,01/09/2021,00:00:00
3220,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,11:39:05,2,RECOLETA,SANCHEZ DE BUSTAMANTE,1340.0,-34.5947259202076,-58.4127016198197,GCS Web,Femenino,Abierto,,
3221,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,11:38:15,2,RECOLETA,SANCHEZ DE BUSTAMANTE,1340.0,-34.5947259202076,-58.4127016198197,GCS Web,Femenino,Abierto,,
3222,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,16:15:44,13,BELGRANO,LA PAMPA,2802.0,-34.56698872558,-58.4579573735999,GCS Web,Femenino,Abierto,,
3223,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,17:25:38,14,PALERMO,BAEZ,211.0,-34.5725103727977,-58.4302710539342,GCS Web,Femenino,Abierto,,
3224,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,16:21:11,2,RECOLETA,SANTA FE AV.,3200.0,-34.5892546918785,-58.409974332374,GCS Web,Femenino,Abierto,,
3225,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,08:36:59,11,VILLA DEVOTO,NOGOYA,4245.0,-34.6104100209654,-58.5046315807682,GCS Web,Masculino,Abierto,,
3226,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-08-31,17:29:20,5,ALMAGRO,HUMAHUACA,4030.0,-34.6018609526845,-58.4212549093454,GCS Web,Femenino,Abierto,,
3227,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,08:40:40,13,COLEGIALES,"GARCIA, TEODORO",2885.0,-34.5738785045965,-58.4487594629337,App BA 147,Femenino,Abierto,,
3228,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,02:45:36,3,BALVANERA,MATHEU,240.0,-34.6126298317318,-58.4002343548205,App BA 147,Femenino,Abierto,,
3229,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,13:51:05,13,BELGRANO,MENDOZA,2281.0,-34.5602771179516,-58.4562095221924,App BA 147,Masculino,Abierto,,
3230,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,23:38:01,1,MONSERRAT,CHILE,419.0,-34.6159917794156,-58.3720666382244,App BA 147,Masculino,Abierto,,
3231,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,16:12:31,6,CABALLITO,RAMOS MEJIA,1047.0,-34.6034797551039,-58.4335969696592,App BA 147,Masculino,Abierto,,
3232,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-08-31,13:06:30,12,VILLA URQUIZA,TRIUNVIRATO AV.,4452.0,-34.5761176022829,-58.483656561947,GCS Web,Femenino,Abierto,,
3233,RECICLADO Y PROTECCIÓN AMBIENTAL,CONTROL AMBIENTAL,CONSULTA TÉCNICA SOBRE TRAMITES DE INSCRIPCIÓN EN EL REGISTRO DE ACTIVIDADES CATALOGADAS COMO POTENCIALMENTE CONTAMINANTES POR RUIDOS Y VIBRACIONES (RAC),Solicitud,2021-08-31,16:17:08,13,COLEGIALES,CABILDO AV.,592.0,-34.5710743520887,-58.4428990759209,GCS Web,Masculino,Cerrado,02/09/2021,00:00:00
3234,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,2021-08-31,07:23:29,11,VILLA GRAL. MITRE,CAMARONES,1531.0,-34.6039539727213,-58.4631552367948,Operador GCBA,Masculino,Cerrado,31/08/2021,00:00:00
3235,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-08-31,16:32:28,11,VILLA GRAL. MITRE,"OROÑO, NICASIO",1859.0,-34.6050708748666,-58.4608487366056,App BA 147,Femenino,Cerrado,01/09/2021,00:00:00
3236,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,21:15:22,6,CABALLITO,GUAYAQUIL,343.0,-34.6200844182483,-58.4335373090843,App BA 147,Femenino,Cerrado,01/09/2021,00:00:00
3237,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,23:35:40,4,PARQUE PATRICIOS,"PAZ, JOSE C.",3309.0,-34.6448111149893,-58.4085352460758,App BA 147,Masculino,Cerrado,01/09/2021,00:00:00
3238,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,13:08:20,13,NUÑEZ,AMENABAR,3333.0,-34.5524713649991,-58.4682611492655,GCS Web,Masculino,Cerrado,31/08/2021,00:00:00
3239,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-31,23:17:12,3,BALVANERA,"YRIGOYEN, HIPOLITO",2205.0,-34.6106587403171,-58.397648886945,GCS Web,Masculino,Cerrado,01/09/2021,00:00:00
4843,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,16:23:35,14,PALERMO,,1975.0,-34.586267929086105,-58.426320882446696,GCS Web,Masculino,Abierto,,
4844,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-12-15,11:04:30,4,BARRACAS,,601.0,-34.645773520066,-58.391250873569206,App BA 147,Masculino,Abierto,,
4845,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,11:41:50,6,CABALLITO,,52.0,-34.6176614582322,-58.4368956940872,GCS Web,Femenino,Abierto,,
4846,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,08:44:33,1,SAN TELMO,,416.0,-34.6160542858466,-58.37197323230829,App BA 147,Masculino,Abierto,,
4847,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,19:23:01,12,VILLA URQUIZA,,4141.0,-34.578695669175,-58.4794677751839,GCS Web,Femenino,Abierto,,
4848,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,22:02:09,14,PALERMO,,6054.0,-34.5780393207632,-58.438224681158296,App BA 147,Femenino,Abierto,,
4849,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,02:52:34,3,BALVANERA,,1965.0,-34.6044004573412,-58.3946807976268,GCS Web,Femenino,Abierto,,
4850,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,22:58:35,5,ALMAGRO,,3877.0,-34.6098118199746,-58.4209213459653,App BA 147,Femenino,Cerrado,16/12/2021,00:00:00
4851,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-12-15,10:19:46,10,VERSALLES,,6569.0,-34.6315119485447,-58.524527847077,GCS Web,Femenino,Abierto,,
4852,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,11:58:34,1,RETIRO,,898.0,-34.5977082826631,-58.3754622558006,App BA 147,Masculino,Cerrado,16/12/2021,00:00:00
4853,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-12-15,08:43:37,15,CHACARITA,,640.0,-34.5848601430718,-58.454368962421206,App BA 147,Femenino,Abierto,,
