categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;17:42:25;14;PALERMO;ARCE;555;-34.5696711446145;-58.4329387458958;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;10:50:22;15;CHACARITA;PALPA;3773;-34.5822119817769;-58.4552149672047;Operador GCBA;Femenino;Cerrado;21/04/2021;15:59:56
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;17:37:23;8;VILLA RIACHUELO;DE LA TORRE, LISANDRO;5497;-34.6911556275047;-58.4642657452363;App BA 147;Masculino;Cerrado;13/04/2021;09:40:34
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;00:16:12;11;VILLA SANTA RITA;CAMPANA;1737;-34.6146192561551;-58.4859995914664;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;00:00:53;15;VILLA CRESPO;FIGUEROA, D. APOLINARIO, CORONEL;198;-34.6034566213556;-58.4442025502048;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;14:21:28;14;PALERMO;COSTA RICA;5709;-34.581707369423;-58.4358155655479;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;10:59:19;11;VILLA DEL PARQUE;ESTADO PLURINACIONAL DE BOLIVIA;2992;-34.5999361990857;-58.4863256032679;GCS Web;Masculino;Cerrado;25/03/2021;12:48:46
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;09:36:04;15;CHACARITA;CHARLONE;728;-34.5820041351145;-58.4539129585682;GCS Web;Masculino;Cerrado;25/03/2021;10:34:27
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;11:05:48;6;CABALLITO;ESPINOSA;460;-34.6173414518032;-58.4484020612793;App BA 147;Femenino;Cerrado;25/03/2021;10:56:11
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;10:57:40;4;PARQUE PATRICIOS;GARRO;3006;-34.6327255083785;-58.4063685607543;GCS Web;Masculino;Cerrado;26/03/2021;09:40:30
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;00:27:45;14;PALERMO;GORRITI;6012;-34.5816875677472;-58.4415983799579;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;10:34:11;6;CABALLITO;AMBROSETTI, JUAN B.;473;-34.6129441820734;-58.4375375501837;App BA 147;Masculino;Cerrado;25/03/2021;10:47:57
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;14:50:54;14;PALERMO;AREVALO;2396;-34.5756788665983;-58.4345879313902;GCS Web;Femenino;Cerrado;20/04/2021;15:39:29
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;12:22:40;10;MONTE CASTRO;LOPE DE VEGA AV.;2159;-34.6204337011232;-58.5165577373476;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;10:40:03;13;BELGRANO;DEL LIBERTADOR AV.;;-34.5595390337084;-58.4452373673281;App BA 147;Masculino;Cerrado;25/03/2021;20:29:25
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;20:25:01;10;VILLA LURO;GUARDIA NACIONAL;18;-34.6385708126965;-58.5043638000126;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;16:26:17;12;VILLA PUEYRREDON;COCHRANE;2405;-34.5763793653407;-58.5023911607046;GCS Web;Masculino;Cerrado;15/04/2021;15:54:11
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;22:34:11;8;VILLA SOLDATI;VARELA AV.;3347;-34.6604732641942;-58.4334300800077;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;13:29:47;13;BELGRANO;MONROE;2901;-34.5610483458382;-58.464683283797;GCS Web;Femenino;Cerrado;05/04/2021;12:40:22
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;17:43:18;14;PALERMO;SANTA FE AV.;5353;-34.5750902327687;-58.4346576135624;App BA 147;Femenino;Cerrado;20/04/2021;15:39:04
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;16:58:48;15;VILLA CRESPO;AGUIRRE;1137;-34.5917839191046;-58.4410796766249;App BA 147;Femenino;Cerrado;25/03/2021;10:13:08
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;21:38:24;1;MONSERRAT;MEXICO;814;-34.6151378151354;-58.3778442478216;GCS Web;Femenino;Cerrado;25/03/2021;10:15:34
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;07:43:10;14;PALERMO;SOLDADO DE LA INDEPENDENCIA;1231;-34.5642775339149;-58.4398775711131;App BA 147;Femenino;Cerrado;25/03/2021;10:26:04
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;07:44:11;13;BELGRANO;MIÑONES;2000;-34.5564424999978;-58.444684899597;App BA 147;Femenino;Cerrado;25/03/2021;08:57:05
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;25/03/2021;10:11:54;4;BOCA;ALVAR NUÑEZ;326;-34.644592596342;-58.3640024190984;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;25/03/2021;00:09:44;1;SAN TELMO;CHILE;416;-34.6160542858466;-58.3719732323083;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;25/03/2021;19:22:37;11;VILLA GRAL. MITRE;GAONA AV.;2615;-34.6152649939963;-58.4633744862033;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;25/03/2021;13:36:08;2;RECOLETA;AUSTRIA;1998;-34.5889711011144;-58.4054353751526;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;25/03/2021;15:31:29;1;SAN TELMO;ESTADOS UNIDOS;656;-34.6185741107459;-58.3751525414972;Cercania;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;25/03/2021;09:01:03;14;PALERMO;SCALABRINI ORTIZ, RAUL AV.;1147;-34.5940250239712;-58.4294726491735;Operador GCBA;Femenino;Cerrado;26/03/2021;10:12:02
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;25/03/2021;16:41:50;7;FLORES;LAUTARO;369;-34.6314943810981;-58.4557070747052;GCS Web;Femenino;Cerrado;26/03/2021;10:07:09
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;07:37:41;14;PALERMO;DUMONT, SANTOS;2479;-34.574216133626;-58.4393801480325;App BA 147;Masculino;Cerrado;26/03/2021;11:49:08
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;10:48:19;14;PALERMO;GORRITI;5099;-34.5888327454306;-58.4319779618197;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;11:38:32;15;VILLA CRESPO;JUSTO, JUAN B. AV.;2942;-34.5974675946099;-58.4480234956035;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;00:38:21;1;MONSERRAT;PERU;535;-34.6141915835831;-58.3746817222937;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;10:08:33;2;RECOLETA;URIBURU JOSE E., PRES.;1082;-34.5958614731883;-58.3986777896163;GCS Web;Femenino;Cerrado;13/04/2021;10:42:24
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;16:09:31;2;RECOLETA;JUNIN;977;-34.5976221721273;-58.3974415278906;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;17:32:03;15;VILLA PUEYRREDON;GAVILAN;;-34.5857606356117;-58.4902843483035;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;14:07:31;4;PARQUE PATRICIOS;LAVARDEN;888;-34.6462103376329;-58.4003920596513;GCS Web;Masculino;Cerrado;29/03/2021;09:17:11
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;15:42:01;13;COLEGIALES;ZABALA;2477;-34.5688587624277;-58.44986610186;GCS Web;Masculino;Cerrado;13/04/2021;12:06:47
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;16:47:30;13;COLEGIALES;PALPA;3162;-34.5765609317808;-58.451202952453;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;16:51:28;5;ALMAGRO;MITRE, BARTOLOME;3595;-34.6095008549204;-58.4172012426917;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;10:28:50;14;PALERMO;COSTA RICA;5709;-34.581707369423;-58.4358155655479;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;22:56:12;5;ALMAGRO;GUARDIA VIEJA;3724;-34.6013522826476;-58.4167216429186;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;22:26:12;2;RECOLETA;AGUERO;1450;-34.592805423257;-58.4082187747757;GCS Web;Femenino;Cerrado;09/04/2021;10:28:05
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;26/03/2021;13:40:28;7;FLORES;MEMBRILLAR;61;-34.6290727637583;-58.4609430582334;GCS Web;Femenino;Cerrado;08/04/2021;09:12:47
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;27/03/2021;10:50:26;14;PALERMO;COSTA RICA;5709;-34.581707369423;-58.4358155655479;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;27/03/2021;00:39:59;15;VILLA CRESPO;JUSTO, JUAN B. AV.;2002;-34.5913850687464;-58.4392846782577;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;27/03/2021;13:52:48;11;VILLA DEL PARQUE;TERRADA;3282;-34.5979511521364;-58.4907396630928;App BA 147;Masculino;Cerrado;29/03/2021;10:39:47
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;27/03/2021;09:53:20;14;PALERMO;SAN MARTIN DE TOURS;2869;-34.579044822711;-58.4051135738829;App BA 147;Masculino;Cerrado;06/04/2021;00:04:53
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;27/03/2021;14:30:01;14;PALERMO;DARWIN;1399;-34.5884813472081;-58.4372888935132;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;27/03/2021;09:53:05;12;VILLA URQUIZA;DE LOS CONSTITUYENTES AV.;4135;-34.5845256462047;-58.4890257809225;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;27/03/2021;21:06:10;4;BOCA;CABOTO;450;-34.6279599164768;-58.3601715919943;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;27/03/2021;12:05:25;14;PALERMO;GARCIA, TEODORO;1725;-34.5632444116401;-58.4400985100475;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;27/03/2021;01:35:28;14;PALERMO;HUMBOLDT;1587;-34.5858773369358;-58.4364657549146;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;27/03/2021;11:32:23;15;VILLA CRESPO;HIDALGO;1644;-34.6024949448643;-58.4454069077212;GCS Web;Masculino;Cerrado;20/04/2021;15:48:26
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;28/03/2021;01:54:17;15;VILLA CRESPO;JUSTO, JUAN B. AV.;2942;-34.5974675946099;-58.4480234956035;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;28/03/2021;16:49:40;13;COLEGIALES;CORREGIDORES;1501;-34.57247905986;-58.4592955251439;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;28/03/2021;13:15:28;6;CABALLITO;ARANGUREN, JUAN F., DR.;1061;-34.6168029850925;-58.4478797839469;GCS Web;Masculino;Cerrado;29/03/2021;11:49:05
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;28/03/2021;01:32:47;14;PALERMO;BONPLAND;1533;-34.5846536489339;-58.4387533321763;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;28/03/2021;00:54:35;8;VILLA SOLDATI;CAMET, FRANCISCO;4595;-34.6770433126921;-58.4539133508768;App BA 147;Masculino;Cerrado;29/03/2021;11:37:01
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;28/03/2021;16:11:57;5;ALMAGRO;GASCON;157;-34.6105689504154;-58.4244855094481;App BA 147;Masculino;Cerrado;29/03/2021;11:59:33
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;28/03/2021;16:30:16;4;NUEVA POMPEYA;FOURNIER;2150;-34.6411594179245;-58.4259806602099;GCS Web;Femenino;Cerrado;29/03/2021;12:51:38
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;28/03/2021;15:23:17;2;RECOLETA;AGUERO;1450;-34.592805423257;-58.4082187747757;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;12:16:13;2;RECOLETA;AGUERO;1500;-34.59254547044;-58.4079917299748;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;15:07:36;13;BELGRANO;MIGUELETES;1705;-34.559701542284;-58.4434791762027;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;15:46:55;2;RECOLETA;CABRERA, JOSE A.;2927;-34.5969315267337;-58.4079322950295;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;08:29:01;5;ALMAGRO;SALGUERO, JERONIMO;100;-34.6098074663933;-58.419962579316;App BA 147;Femenino;Cerrado;29/03/2021;13:21:56
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;12:02:57;13;BELGRANO;MIGUELETES;1705;-34.559701542284;-58.4434791762027;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;14:25:06;4;BARRACAS;ANCHORIS;7;-34.6341393597102;-58.3894871334873;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;01:22:34;1;SAN TELMO;CHACABUCO;828;-34.6176707107799;-58.3758653680532;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;10:14:52;1;SAN NICOLAS;RODRIGUEZ PEÑA;580;-34.6022277501111;-58.3913223530469;GCS Web;Masculino;Cerrado;09/04/2021;10:23:20
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;01:40:12;14;PALERMO;COSTA RICA;5709;-34.581707369423;-58.4358155655479;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;11:48:49;7;FLORES;GAVILAN;651;-34.6218294153652;-58.4629329839625;GCS Web;Femenino;Cerrado;29/03/2021;15:00:50
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;18:01:53;13;BELGRANO;ARCOS;2084;-34.5606164477718;-58.4536933681358;GCS Web;Femenino;Cerrado;23/04/2021;11:01:51
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;22:15:36;5;ALMAGRO;GUARDIA VIEJA;3452;-34.6023433623721;-58.4136004910026;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;18:35:40;9;MATADEROS;SAN PEDRO;4936;-34.6531433417813;-58.4853050601447;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;22:50:12;5;ALMAGRO;GUARDIA VIEJA;3470;-34.6023035700445;-58.4137440181875;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;19:47:14;4;BARRACAS;CALIFORNIA;1354;-34.6458499794993;-58.369146207416;GCS Web;Masculino;Cerrado;30/03/2021;09:40:38
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;22:12:16;5;ALMAGRO;GUARDIA VIEJA;3452;-34.6023433623721;-58.4136004910026;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;16:08:58;2;RECOLETA;CALLAO AV.;1350;-34.593059053357;-58.3930359633973;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;21:26:47;13;BELGRANO;BALBIN, RICARDO, DR. AV.;2515;-34.5620449611852;-58.4666022593578;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;11:28:46;10;FLORESTA;ENSENADA;365;-34.6371788222579;-58.4770910374188;GCS Web;Femenino;Cerrado;06/04/2021;10:05:43
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;11:31:24;1;CONSTITUCION;SAN JOSE;1774;-34.6294983018804;-58.3855702034647;App BA 147;Femenino;Cerrado;16/04/2021;09:45:53
